customer_id,region,city_tier,segment,signup_month,age_group,member_level,acquisition_source
C002484,华南,二线,价格敏感,2026-07,35-44,普通,线下活动
C002485,东北,一线,成长型,2026-02,35-44,普通,直播引流
C002486,华中,二线,价格敏感,2026-07,35-44,普通,内容种草
C002487,华南,三线及以下,成长型,2025-10,25-34,金卡,老客推荐
C002488,华北,一线,成长型,2025-10,18-24,银卡,线下活动
C002489,华南,二线,成长型,2026-04,35-44,黑金,内容种草
C002490,华东,二线,沉睡,2025-10,18-24,普通,内容种草
C002491,华北,三线及以下,成长型,2025-10,18-24,普通,老客推荐
C002492,华南,三线及以下,沉睡,2025-12,55+,黑金,老客推荐
C002493,华中,新一线,沉睡,2025-08,45-54,普通,内容种草
C002494,华南,一线,价格敏感,2026-05,25-34,银卡,线下活动
C002495,西南,新一线,价格敏感,2025-11,45-54,普通,内容种草
C002496,华中,新一线,沉睡,2026-02,25-34,普通,内容种草
C002497,华北,新一线,价格敏感,2026-04,18-24,普通,线下活动
C002498,华南,新一线,价格敏感,2025-09,18-24,银卡,老客推荐
C002499,华东,三线及以下,新客,2025-10,18-24,金卡,自然搜索
C002500,华北,新一线,沉睡,2026-05,35-44,金卡,老客推荐
C002501,西南,三线及以下,沉睡,2025-11,45-54,金卡,自然搜索
C002502,西南,二线,价格敏感,2026-07,25-34,银卡,内容种草
C002503,华北,新一线,价格敏感,2026-01,55+,普通,直播引流
C002504,华东,三线及以下,沉睡,2026-04,18-24,黑金,自然搜索
C002505,东北,新一线,新客,2026-05,25-34,银卡,老客推荐
C002506,华北,二线,沉睡,2025-08,25-34,普通,线下活动
C002507,华北,新一线,价格敏感,2025-10,25-34,黑金,老客推荐
C002508,华中,新一线,高价值,2025-08,55+,银卡,内容种草
C002509,西南,三线及以下,高价值,2026-02,55+,银卡,线下活动
C002510,华东,新一线,新客,2026-05,35-44,金卡,直播引流
C002511,华中,二线,沉睡,2025-12,55+,金卡,内容种草
C002512,华东,一线,成长型,2026-07,55+,金卡,自然搜索
C002513,华东,新一线,价格敏感,2025-12,18-24,黑金,自然搜索
C002514,华东,二线,成长型,2025-08,45-54,黑金,直播引流
C002515,华南,三线及以下,成长型,2026-05,55+,银卡,老客推荐
C002516,华东,二线,新客,2026-06,35-44,银卡,线下活动
C002517,华中,新一线,成长型,2026-07,18-24,银卡,老客推荐
C002518,华东,新一线,沉睡,2025-10,25-34,普通,老客推荐
C002519,华东,一线,成长型,2026-07,45-54,银卡,线下活动
C002520,华中,三线及以下,价格敏感,2026-04,45-54,银卡,直播引流
C002521,东北,二线,沉睡,2025-10,25-34,普通,内容种草
C002522,华东,一线,成长型,2026-01,18-24,金卡,自然搜索
C002523,华中,二线,沉睡,2025-08,55+,普通,线下活动
C002524,华东,二线,新客,2026-04,25-34,金卡,自然搜索
C002525,华南,一线,高价值,2026-05,55+,银卡,自然搜索
C002526,华北,二线,价格敏感,2026-06,25-34,银卡,内容种草
C002527,华北,新一线,价格敏感,2026-01,45-54,普通,老客推荐
C002528,华南,新一线,高价值,2025-10,35-44,金卡,直播引流
C002529,华北,二线,成长型,2025-08,55+,普通,自然搜索
C002530,华北,三线及以下,新客,2026-02,45-54,普通,直播引流
C002531,华中,一线,新客,2026-02,35-44,银卡,直播引流
C002532,东北,一线,成长型,2026-07,18-24,普通,内容种草
C002533,华东,二线,新客,2025-08,25-34,普通,自然搜索
C002534,东北,三线及以下,高价值,2025-12,25-34,普通,线下活动
C002535,华东,三线及以下,沉睡,2026-01,45-54,银卡,老客推荐
C002536,华北,新一线,成长型,2026-02,45-54,银卡,老客推荐
C002537,华中,二线,高价值,2026-02,45-54,银卡,老客推荐
C002538,华南,一线,新客,2025-09,18-24,普通,自然搜索
C002539,华南,二线,成长型,2026-01,45-54,黑金,自然搜索
C002540,华北,三线及以下,新客,2026-04,18-24,普通,自然搜索
C002541,华东,一线,成长型,2025-10,45-54,金卡,线下活动
C002542,华东,二线,成长型,2025-08,25-34,普通,直播引流
C002543,东北,一线,新客,2026-05,55+,银卡,直播引流
C002544,华中,三线及以下,成长型,2026-07,25-34,普通,自然搜索
C002545,西南,二线,新客,2026-02,25-34,银卡,直播引流
C002546,华中,二线,高价值,2025-09,35-44,银卡,内容种草
C002547,华北,二线,价格敏感,2025-12,45-54,金卡,直播引流
C002548,华东,三线及以下,成长型,2026-03,45-54,普通,直播引流
C002549,东北,二线,成长型,2025-12,45-54,普通,直播引流
C002550,华北,三线及以下,高价值,2025-09,25-34,银卡,直播引流
C002551,华北,新一线,高价值,2026-03,55+,普通,线下活动
C002552,华北,三线及以下,价格敏感,2025-12,18-24,普通,自然搜索
C002553,华北,新一线,价格敏感,2026-02,45-54,普通,线下活动
C002554,华东,二线,新客,2025-10,18-24,银卡,内容种草
C002555,华北,三线及以下,新客,2025-12,25-34,普通,线下活动
C002556,西南,三线及以下,高价值,2026-03,25-34,普通,直播引流
C002557,华中,二线,新客,2025-11,35-44,普通,线下活动
C002558,华北,一线,新客,2026-03,18-24,普通,线下活动
C002559,华东,新一线,高价值,2025-08,25-34,金卡,内容种草
C002560,华东,新一线,价格敏感,2026-06,25-34,普通,内容种草
C002561,华南,三线及以下,成长型,2026-03,55+,普通,内容种草
C002562,华北,二线,沉睡,2026-07,35-44,银卡,线下活动
C002563,华北,三线及以下,新客,2025-12,55+,银卡,老客推荐
C002564,华北,三线及以下,成长型,2025-08,55+,银卡,自然搜索
C002565,华北,一线,沉睡,2025-08,55+,普通,老客推荐
C002566,华北,新一线,成长型,2025-08,18-24,银卡,老客推荐
C002567,华南,新一线,成长型,2026-02,18-24,银卡,自然搜索
C002568,东北,一线,成长型,2026-01,18-24,普通,内容种草
C002569,西南,新一线,沉睡,2026-02,25-34,普通,线下活动
C002570,华东,三线及以下,沉睡,2025-10,55+,银卡,线下活动
C002571,华东,三线及以下,成长型,2026-05,35-44,普通,老客推荐
C002572,华中,新一线,沉睡,2026-07,45-54,普通,老客推荐
C002573,华中,新一线,价格敏感,2025-10,45-54,金卡,内容种草
C002574,华中,一线,新客,2026-05,18-24,普通,直播引流
C002575,华中,新一线,新客,2026-04,55+,普通,自然搜索
C002576,华南,二线,沉睡,2026-07,18-24,普通,直播引流
C002577,华南,新一线,高价值,2025-10,45-54,普通,直播引流
C002578,东北,二线,价格敏感,2025-09,45-54,普通,线下活动
C002579,华东,新一线,价格敏感,2025-10,55+,银卡,自然搜索
C002580,华中,一线,价格敏感,2026-02,45-54,普通,线下活动
C002581,华东,二线,沉睡,2025-08,18-24,黑金,自然搜索
C002582,西南,二线,成长型,2025-11,35-44,普通,线下活动
C002583,华东,二线,沉睡,2026-01,45-54,金卡,老客推荐
C002584,华北,三线及以下,高价值,2025-09,45-54,普通,内容种草
C002585,华东,二线,新客,2026-04,55+,银卡,内容种草
C002586,华南,二线,价格敏感,2025-08,55+,普通,内容种草
C002587,华北,三线及以下,成长型,2026-04,35-44,金卡,内容种草
C002588,华北,三线及以下,沉睡,2025-08,45-54,银卡,直播引流
C002589,东北,三线及以下,新客,2026-02,25-34,普通,自然搜索
C002590,华北,一线,高价值,2026-05,45-54,银卡,自然搜索
C002591,华东,二线,沉睡,2025-08,45-54,金卡,老客推荐
C002592,华东,二线,成长型,2026-01,18-24,普通,内容种草
C002593,华中,二线,新客,2026-05,45-54,普通,老客推荐
C002594,华北,一线,价格敏感,2026-02,45-54,银卡,自然搜索
C002595,华北,三线及以下,新客,2025-10,55+,普通,线下活动
C002596,华南,新一线,价格敏感,2025-12,25-34,银卡,直播引流
C002597,东北,一线,新客,2025-08,18-24,普通,内容种草
C002598,西南,新一线,成长型,2025-08,35-44,普通,线下活动
C002599,华中,二线,成长型,2026-04,45-54,银卡,直播引流
C002600,华中,新一线,高价值,2026-04,55+,普通,内容种草
C002601,西南,二线,价格敏感,2025-12,25-34,银卡,自然搜索
C002602,西南,新一线,新客,2026-04,25-34,普通,内容种草
C002603,华南,二线,价格敏感,2026-02,18-24,普通,线下活动
C002604,华北,一线,新客,2025-09,25-34,普通,自然搜索
C002605,华北,新一线,高价值,2025-09,55+,银卡,自然搜索
C002606,东北,一线,价格敏感,2026-05,35-44,银卡,老客推荐
C002607,华北,新一线,沉睡,2026-04,45-54,普通,自然搜索
C002608,华东,二线,高价值,2026-01,55+,银卡,内容种草
C002609,华南,二线,价格敏感,2026-01,35-44,普通,内容种草
C002610,东北,一线,新客,2026-06,55+,银卡,内容种草
C002611,华中,三线及以下,成长型,2026-05,18-24,普通,自然搜索
C002612,华北,新一线,成长型,2026-03,55+,银卡,老客推荐
C002613,华北,二线,价格敏感,2025-12,25-34,银卡,线下活动
C002614,华中,二线,价格敏感,2026-03,25-34,普通,线下活动
C002615,华南,三线及以下,成长型,2026-07,45-54,普通,自然搜索
C002616,东北,二线,成长型,2026-01,18-24,金卡,内容种草
C002617,华中,二线,新客,2025-09,18-24,普通,内容种草
C002618,西南,新一线,成长型,2026-05,35-44,银卡,内容种草
C002619,西南,二线,新客,2026-03,45-54,银卡,直播引流
C002620,西南,新一线,高价值,2026-02,55+,普通,内容种草
C002621,西南,二线,沉睡,2025-08,35-44,普通,线下活动
C002622,东北,二线,成长型,2025-08,45-54,银卡,内容种草
C002623,华东,三线及以下,价格敏感,2025-08,18-24,银卡,内容种草
C002624,华南,一线,高价值,2026-04,25-34,银卡,直播引流
C002625,华中,新一线,高价值,2025-09,45-54,普通,线下活动
C002626,华北,新一线,新客,2025-11,18-24,金卡,线下活动
C002627,华东,三线及以下,成长型,2026-07,35-44,普通,老客推荐
C002628,东北,一线,成长型,2025-12,25-34,银卡,老客推荐
C002629,西南,新一线,成长型,2025-08,18-24,普通,线下活动
C002630,华南,一线,新客,2025-12,55+,普通,自然搜索
C002631,华中,三线及以下,价格敏感,2025-11,55+,银卡,老客推荐
C002632,西南,一线,价格敏感,2026-01,18-24,普通,自然搜索
C002633,华中,新一线,成长型,2025-08,25-34,金卡,自然搜索
C002634,华中,三线及以下,成长型,2025-09,18-24,普通,内容种草
C002635,华南,二线,成长型,2026-05,45-54,普通,老客推荐
C002636,华南,二线,高价值,2026-05,55+,金卡,线下活动
C002637,华中,三线及以下,沉睡,2026-01,45-54,普通,直播引流
C002638,华东,二线,高价值,2025-08,55+,普通,直播引流
C002639,华东,新一线,价格敏感,2025-09,35-44,普通,直播引流
C002640,华北,二线,成长型,2025-08,45-54,银卡,内容种草
C002641,华东,二线,价格敏感,2026-03,55+,普通,内容种草
C002642,西南,三线及以下,新客,2026-05,25-34,银卡,线下活动
C002643,华东,一线,新客,2026-05,45-54,金卡,内容种草
C002644,西南,三线及以下,新客,2026-01,18-24,普通,自然搜索
C002645,东北,三线及以下,成长型,2026-06,18-24,银卡,自然搜索
C002646,华南,一线,成长型,2025-09,45-54,金卡,老客推荐
C002647,华东,一线,沉睡,2025-12,35-44,银卡,内容种草
C002648,华北,新一线,新客,2025-12,35-44,普通,线下活动
C002649,华中,一线,价格敏感,2026-02,45-54,普通,线下活动
C002650,华南,一线,沉睡,2026-03,25-34,银卡,自然搜索
C002651,华东,二线,价格敏感,2026-07,25-34,金卡,老客推荐
C002652,华南,二线,价格敏感,2026-05,18-24,银卡,直播引流
C002653,西南,二线,沉睡,2025-08,45-54,黑金,内容种草
C002654,华北,新一线,成长型,2026-06,35-44,普通,线下活动
C002655,华中,一线,沉睡,2025-10,18-24,普通,内容种草
C002656,西南,新一线,成长型,2026-07,35-44,金卡,线下活动
C002657,华北,一线,沉睡,2026-05,25-34,普通,老客推荐
C002658,华东,一线,新客,2026-03,55+,银卡,老客推荐
C002659,西南,新一线,沉睡,2026-01,25-34,普通,直播引流
C002660,华北,新一线,高价值,2025-10,25-34,普通,直播引流
C002661,华南,一线,新客,2026-01,18-24,普通,直播引流
C002662,华东,二线,新客,2025-08,35-44,银卡,老客推荐
C002663,华中,新一线,成长型,2025-11,45-54,普通,线下活动
C002664,华南,三线及以下,沉睡,2026-02,18-24,银卡,线下活动
C002665,华南,新一线,高价值,2025-10,45-54,黑金,内容种草
C002666,东北,二线,价格敏感,2025-11,18-24,金卡,线下活动
C002667,西南,二线,高价值,2025-10,45-54,银卡,老客推荐
C002668,西南,二线,高价值,2026-05,18-24,普通,内容种草
C002669,华中,新一线,新客,2025-08,18-24,金卡,线下活动
C002670,西南,三线及以下,成长型,2026-06,25-34,金卡,线下活动
C002671,西南,三线及以下,成长型,2026-05,55+,普通,线下活动
C002672,华南,二线,价格敏感,2026-02,45-54,普通,直播引流
C002673,华中,三线及以下,成长型,2025-08,25-34,普通,内容种草
C002674,西南,二线,高价值,2026-02,35-44,普通,老客推荐
C002675,西南,三线及以下,沉睡,2025-10,35-44,金卡,内容种草
C002676,华南,三线及以下,沉睡,2026-02,55+,银卡,老客推荐
C002677,华东,新一线,成长型,2026-02,45-54,金卡,自然搜索
C002678,华南,二线,沉睡,2026-02,55+,普通,直播引流
C002679,华中,三线及以下,价格敏感,2026-06,55+,银卡,自然搜索
C002680,华北,一线,成长型,2026-04,25-34,黑金,直播引流
C002681,东北,一线,成长型,2026-04,55+,普通,线下活动
C002682,华中,三线及以下,价格敏感,2026-05,18-24,普通,内容种草
C002683,华中,三线及以下,成长型,2026-01,25-34,银卡,线下活动
C002684,华南,新一线,价格敏感,2026-02,35-44,普通,线下活动
C002685,西南,二线,沉睡,2026-01,18-24,金卡,内容种草
C002686,华中,二线,成长型,2025-10,18-24,金卡,直播引流
C002687,西南,二线,沉睡,2026-05,45-54,金卡,直播引流
C002688,华东,三线及以下,价格敏感,2026-01,45-54,金卡,线下活动
C002689,西南,新一线,沉睡,2025-11,25-34,银卡,直播引流
C002690,东北,二线,成长型,2026-01,18-24,银卡,内容种草
C002691,华南,一线,价格敏感,2026-02,45-54,普通,内容种草
C002692,华南,三线及以下,价格敏感,2025-09,18-24,普通,内容种草
C002693,华东,新一线,价格敏感,2025-12,45-54,金卡,线下活动
C002694,西南,三线及以下,价格敏感,2026-03,18-24,普通,线下活动
C002695,西南,二线,成长型,2025-12,25-34,金卡,直播引流
C002696,华中,三线及以下,新客,2025-10,55+,银卡,内容种草
C002697,西南,新一线,高价值,2025-10,45-54,金卡,内容种草
C002698,华南,三线及以下,价格敏感,2025-10,18-24,金卡,直播引流
C002699,华南,一线,新客,2026-03,18-24,普通,自然搜索
C002700,华东,二线,高价值,2026-01,45-54,银卡,内容种草
C002701,东北,二线,价格敏感,2026-06,45-54,金卡,自然搜索
C002702,华北,二线,成长型,2025-11,55+,普通,内容种草
C002703,华东,新一线,高价值,2026-03,55+,银卡,线下活动
C002704,华北,二线,价格敏感,2026-01,45-54,金卡,内容种草
C002705,西南,二线,新客,2026-02,45-54,普通,自然搜索
C002706,华东,二线,新客,2026-04,45-54,黑金,直播引流
C002707,华南,三线及以下,成长型,2025-12,45-54,普通,自然搜索
C002708,华东,三线及以下,沉睡,2026-03,55+,银卡,老客推荐
C002709,华中,新一线,新客,2026-06,25-34,银卡,老客推荐
C002710,西南,三线及以下,新客,2026-04,55+,普通,老客推荐
C002711,华南,新一线,沉睡,2026-02,18-24,普通,线下活动
C002712,华北,二线,成长型,2026-02,45-54,普通,老客推荐
C002713,华北,一线,新客,2026-05,25-34,普通,直播引流
C002714,华东,三线及以下,沉睡,2025-09,55+,普通,内容种草
C002715,华东,三线及以下,新客,2026-06,55+,普通,自然搜索
C002716,西南,新一线,成长型,2026-02,55+,银卡,内容种草
C002717,东北,一线,高价值,2025-10,45-54,黑金,自然搜索
C002718,华中,新一线,新客,2025-08,18-24,金卡,自然搜索
C002719,华东,一线,价格敏感,2025-08,45-54,普通,线下活动
C002720,华南,新一线,价格敏感,2026-05,18-24,普通,直播引流
C002721,华南,三线及以下,成长型,2026-02,25-34,普通,自然搜索
C002722,华中,一线,沉睡,2025-10,25-34,金卡,自然搜索
C002723,东北,二线,沉睡,2026-06,45-54,银卡,内容种草
C002724,华东,二线,沉睡,2026-07,35-44,银卡,内容种草
C002725,华南,三线及以下,价格敏感,2026-02,45-54,金卡,自然搜索
C002726,华南,二线,沉睡,2026-01,35-44,黑金,内容种草
C002727,华东,新一线,新客,2026-07,55+,黑金,老客推荐
C002728,华南,三线及以下,价格敏感,2026-03,35-44,普通,直播引流
C002729,华北,二线,成长型,2025-09,18-24,普通,直播引流
C002730,华东,二线,沉睡,2025-10,25-34,银卡,线下活动
C002731,华北,三线及以下,价格敏感,2026-06,55+,银卡,自然搜索
C002732,华南,二线,高价值,2026-02,55+,金卡,内容种草
C002733,华中,二线,成长型,2025-12,18-24,普通,线下活动
C002734,华中,新一线,价格敏感,2026-01,35-44,黑金,自然搜索
C002735,华北,二线,价格敏感,2026-03,45-54,银卡,老客推荐
C002736,华北,二线,价格敏感,2026-06,25-34,金卡,自然搜索
C002737,华南,一线,沉睡,2026-03,35-44,金卡,内容种草
C002738,华南,二线,成长型,2025-08,18-24,黑金,自然搜索
C002739,华东,二线,新客,2026-07,18-24,黑金,自然搜索
C002740,华南,三线及以下,成长型,2025-08,35-44,普通,老客推荐
C002741,华东,新一线,新客,2025-08,55+,普通,直播引流
C002742,华东,二线,价格敏感,2025-12,55+,普通,老客推荐
C002743,华中,新一线,新客,2025-12,18-24,黑金,自然搜索
C002744,华北,一线,价格敏感,2025-10,35-44,银卡,直播引流
C002745,华北,二线,成长型,2026-02,25-34,银卡,自然搜索
C002746,华北,新一线,新客,2026-01,35-44,普通,老客推荐
C002747,东北,二线,沉睡,2026-06,25-34,普通,直播引流
C002748,西南,三线及以下,价格敏感,2026-03,25-34,普通,老客推荐
C002749,华东,三线及以下,高价值,2026-05,45-54,金卡,自然搜索
C002750,华东,三线及以下,价格敏感,2026-02,55+,普通,老客推荐
C002751,华北,新一线,价格敏感,2026-01,55+,金卡,内容种草
C002752,华中,三线及以下,价格敏感,2025-11,18-24,普通,自然搜索
C002753,西南,一线,价格敏感,2026-03,25-34,金卡,自然搜索
C002754,华东,二线,新客,2026-06,55+,普通,内容种草
C002755,华南,一线,成长型,2026-05,55+,金卡,直播引流
C002756,西南,新一线,高价值,2026-06,35-44,银卡,线下活动
C002757,华东,三线及以下,成长型,2026-04,35-44,普通,直播引流
C002758,西南,三线及以下,成长型,2025-10,18-24,普通,自然搜索
C002759,华东,三线及以下,价格敏感,2025-08,55+,银卡,老客推荐
C002760,华中,新一线,高价值,2025-08,18-24,金卡,直播引流
C002761,华北,二线,沉睡,2026-03,35-44,金卡,老客推荐
C002762,华东,二线,沉睡,2025-10,25-34,普通,线下活动
C002763,华东,二线,高价值,2026-01,35-44,普通,老客推荐
C002764,华北,二线,高价值,2025-11,45-54,银卡,内容种草
C002765,华东,二线,高价值,2025-11,45-54,普通,内容种草
C002766,华东,二线,成长型,2025-10,55+,普通,内容种草
C002767,东北,二线,成长型,2026-01,25-34,普通,线下活动
C002768,华中,一线,价格敏感,2026-02,45-54,金卡,自然搜索
C002769,华中,二线,价格敏感,2026-05,35-44,银卡,线下活动
C002770,华南,新一线,价格敏感,2026-03,25-34,银卡,自然搜索
C002771,西南,三线及以下,新客,2026-03,35-44,普通,内容种草
C002772,华北,一线,高价值,2026-04,45-54,普通,内容种草
C002773,西南,二线,价格敏感,2026-04,35-44,银卡,内容种草
C002774,东北,三线及以下,成长型,2026-02,25-34,普通,线下活动
C002775,华南,新一线,新客,2025-12,18-24,银卡,线下活动
C002776,西南,新一线,沉睡,2026-04,35-44,普通,内容种草
C002777,华北,二线,高价值,2025-09,35-44,银卡,老客推荐
C002778,华南,二线,成长型,2025-08,35-44,普通,内容种草
C002779,华中,一线,高价值,2025-11,35-44,普通,自然搜索
C002780,华南,三线及以下,价格敏感,2025-08,25-34,银卡,自然搜索
C002781,东北,新一线,价格敏感,2026-05,25-34,金卡,内容种草
C002782,华东,新一线,新客,2026-04,18-24,普通,直播引流
C002783,华东,新一线,新客,2026-02,25-34,金卡,老客推荐
C002784,华南,新一线,成长型,2025-11,35-44,普通,内容种草
C002785,华南,二线,高价值,2026-02,55+,普通,内容种草
C002786,华南,三线及以下,新客,2026-01,45-54,银卡,线下活动
C002787,东北,二线,沉睡,2026-03,35-44,银卡,直播引流
C002788,华南,三线及以下,成长型,2026-01,35-44,普通,线下活动
C002789,华中,二线,沉睡,2025-10,45-54,银卡,直播引流
C002790,华南,二线,成长型,2025-09,25-34,普通,直播引流
C002791,华南,新一线,成长型,2025-12,45-54,金卡,老客推荐
C002792,华东,新一线,高价值,2026-05,35-44,银卡,线下活动
C002793,华中,新一线,高价值,2025-08,18-24,普通,自然搜索
C002794,东北,一线,成长型,2025-10,35-44,银卡,老客推荐
C002795,华中,三线及以下,高价值,2026-02,18-24,金卡,自然搜索
C002796,华中,二线,沉睡,2025-11,25-34,金卡,线下活动
C002797,华南,新一线,新客,2025-08,35-44,普通,自然搜索
C002798,西南,一线,价格敏感,2026-02,55+,普通,内容种草
C002799,西南,三线及以下,价格敏感,2026-04,55+,普通,线下活动
C002800,华南,二线,价格敏感,2026-04,55+,银卡,线下活动
C002801,华南,新一线,新客,2026-06,18-24,普通,内容种草
C002802,西南,新一线,沉睡,2025-12,25-34,银卡,直播引流
C002803,华中,二线,新客,2026-04,18-24,普通,老客推荐
C002804,华北,新一线,价格敏感,2026-07,35-44,普通,老客推荐
C002805,华北,一线,成长型,2025-09,35-44,银卡,内容种草
C002806,华中,三线及以下,价格敏感,2026-07,45-54,银卡,直播引流
C002807,华东,二线,价格敏感,2026-02,18-24,普通,直播引流
C002808,华东,一线,沉睡,2025-11,35-44,金卡,自然搜索
C002809,华东,三线及以下,成长型,2025-09,25-34,银卡,直播引流
C002810,华中,一线,成长型,2026-04,55+,金卡,老客推荐
C002811,西南,三线及以下,沉睡,2026-01,55+,普通,内容种草
C002812,华东,新一线,成长型,2026-02,55+,普通,自然搜索
C002813,华南,二线,成长型,2025-10,35-44,普通,内容种草
C002814,华南,新一线,成长型,2025-09,45-54,普通,自然搜索
C002815,华东,二线,价格敏感,2025-08,35-44,金卡,线下活动
C002816,西南,二线,价格敏感,2026-05,55+,金卡,线下活动
C002817,华北,一线,新客,2026-05,45-54,普通,老客推荐
C002818,华东,二线,新客,2026-05,55+,银卡,线下活动
C002819,华北,新一线,成长型,2025-12,18-24,普通,直播引流
C002820,华东,一线,价格敏感,2026-06,25-34,普通,自然搜索
C002821,东北,二线,成长型,2026-06,18-24,金卡,自然搜索
C002822,华南,新一线,成长型,2026-01,55+,银卡,老客推荐
C002823,东北,二线,价格敏感,2025-08,35-44,普通,老客推荐
C002824,华南,三线及以下,成长型,2026-07,55+,金卡,线下活动
C002825,华南,一线,成长型,2026-03,25-34,金卡,直播引流
C002826,华东,二线,价格敏感,2026-07,35-44,普通,直播引流
C002827,华中,新一线,沉睡,2026-03,35-44,普通,线下活动
C002828,华南,新一线,成长型,2026-01,18-24,普通,自然搜索
C002829,东北,三线及以下,成长型,2026-01,45-54,黑金,老客推荐
C002830,西南,一线,价格敏感,2026-06,18-24,金卡,直播引流
C002831,华南,三线及以下,沉睡,2026-01,35-44,普通,线下活动
C002832,华北,新一线,价格敏感,2026-01,18-24,金卡,内容种草
C002833,华北,二线,新客,2025-12,55+,普通,直播引流
C002834,华北,一线,高价值,2026-07,25-34,银卡,老客推荐
C002835,华北,二线,沉睡,2026-01,18-24,普通,老客推荐
C002836,华北,二线,成长型,2026-01,18-24,银卡,直播引流
C002837,华北,一线,新客,2026-02,18-24,银卡,老客推荐
C002838,华北,一线,价格敏感,2026-01,45-54,金卡,老客推荐
C002839,华南,三线及以下,价格敏感,2026-07,45-54,银卡,直播引流
C002840,华东,一线,价格敏感,2025-12,25-34,普通,线下活动
C002841,西南,二线,新客,2026-05,35-44,银卡,内容种草
C002842,华北,二线,价格敏感,2026-06,18-24,银卡,自然搜索
C002843,西南,二线,新客,2025-08,55+,普通,直播引流
C002844,西南,二线,新客,2026-01,25-34,银卡,直播引流
C002845,华北,二线,沉睡,2026-02,55+,银卡,自然搜索
C002846,华东,新一线,高价值,2026-02,45-54,普通,直播引流
C002847,华南,二线,价格敏感,2026-04,25-34,普通,老客推荐
C002848,华北,二线,成长型,2025-08,25-34,普通,老客推荐
C002849,华东,一线,成长型,2026-02,45-54,普通,内容种草
C002850,华中,三线及以下,新客,2026-03,18-24,银卡,老客推荐
C002851,华北,二线,成长型,2025-11,35-44,普通,线下活动
C002852,华南,二线,高价值,2026-02,35-44,金卡,老客推荐
C002853,华中,三线及以下,沉睡,2025-11,55+,普通,自然搜索
C002854,华南,二线,成长型,2026-06,35-44,普通,直播引流
C002855,华中,新一线,成长型,2025-09,55+,银卡,线下活动
C002856,华东,一线,高价值,2025-10,18-24,黑金,老客推荐
C002857,西南,二线,新客,2025-11,45-54,普通,内容种草
C002858,华东,二线,沉睡,2026-06,45-54,金卡,线下活动
C002859,华东,三线及以下,价格敏感,2026-04,25-34,普通,线下活动
C002860,华北,新一线,沉睡,2026-01,35-44,普通,自然搜索
C002861,华中,三线及以下,高价值,2026-02,18-24,黑金,直播引流
C002862,华东,一线,高价值,2026-05,18-24,普通,内容种草
C002863,华东,一线,成长型,2026-02,35-44,普通,内容种草
C002864,华南,二线,高价值,2026-06,45-54,普通,内容种草
C002865,华东,新一线,新客,2026-04,35-44,黑金,自然搜索
C002866,华北,一线,价格敏感,2026-07,35-44,银卡,线下活动
C002867,华中,新一线,成长型,2025-08,55+,普通,老客推荐
C002868,华南,新一线,成长型,2025-12,18-24,金卡,内容种草
C002869,华中,新一线,沉睡,2026-06,55+,银卡,内容种草
C002870,华中,新一线,成长型,2026-03,35-44,普通,自然搜索
C002871,华中,二线,新客,2026-01,18-24,银卡,内容种草
C002872,华南,一线,成长型,2025-10,45-54,普通,老客推荐
C002873,华南,三线及以下,成长型,2026-03,18-24,普通,自然搜索
C002874,东北,新一线,沉睡,2025-09,18-24,金卡,直播引流
C002875,华南,新一线,成长型,2025-08,18-24,普通,内容种草
C002876,华南,二线,价格敏感,2025-08,45-54,银卡,线下活动
C002877,华北,三线及以下,新客,2025-11,55+,金卡,直播引流
C002878,华南,二线,沉睡,2025-12,45-54,金卡,直播引流
C002879,东北,三线及以下,新客,2026-01,45-54,银卡,直播引流
C002880,华中,三线及以下,价格敏感,2025-08,25-34,金卡,线下活动
C002881,华东,二线,高价值,2026-03,25-34,普通,自然搜索
C002882,华东,二线,沉睡,2025-09,55+,银卡,线下活动
C002883,华北,二线,价格敏感,2025-11,45-54,普通,内容种草
C002884,华中,二线,新客,2026-05,55+,黑金,线下活动
C002885,东北,新一线,高价值,2026-04,55+,普通,自然搜索
C002886,东北,三线及以下,价格敏感,2026-07,55+,黑金,自然搜索
C002887,华东,三线及以下,成长型,2025-08,45-54,普通,老客推荐
C002888,华东,新一线,价格敏感,2025-09,55+,普通,内容种草
C002889,华北,一线,成长型,2025-10,45-54,银卡,直播引流
C002890,西南,二线,价格敏感,2026-05,18-24,银卡,直播引流
C002891,西南,二线,价格敏感,2025-10,35-44,金卡,直播引流
C002892,华北,二线,价格敏感,2026-06,55+,普通,直播引流
C002893,华北,二线,价格敏感,2026-01,35-44,普通,自然搜索
C002894,华东,二线,沉睡,2026-02,55+,金卡,线下活动
C002895,华北,新一线,新客,2025-09,25-34,普通,老客推荐
C002896,华东,二线,高价值,2026-06,55+,金卡,老客推荐
C002897,华南,三线及以下,沉睡,2026-06,25-34,普通,老客推荐
C002898,华南,三线及以下,沉睡,2025-12,35-44,金卡,老客推荐
C002899,华东,三线及以下,成长型,2025-09,35-44,普通,自然搜索
C002900,西南,二线,沉睡,2025-09,55+,普通,直播引流
C002901,华北,二线,新客,2026-06,18-24,黑金,老客推荐
C002902,西南,三线及以下,成长型,2026-02,18-24,银卡,自然搜索
C002903,华南,一线,高价值,2026-01,35-44,银卡,线下活动
C002904,西南,新一线,成长型,2026-04,18-24,普通,自然搜索
